,id,text
159,1400935494456913923,Midway: Un punto de inflexión en la Segunda Guerra Mundial https://t.co/xw12cFmfWi https://t.co/R4b9bC8RTF
160,1400927881778376704,Conoce estos datos curiosos sobre Angelina Jolie https://t.co/Y9gaBEAdaM https://t.co/QCDL9v9fvF
161,1400923579768872973,RT @TriviaCZN: Queremos poner a prueba tus conocimientos y que demuestres cuánto dominas los temas de cultura general.  https://t.co/JDAzis…
162,1400923391171993600,"RT @CZNmundo: WarnerMedia y Discovery se unen y nace un nuevo gigante, además, según un estudio las hamburguesas saben mejor con Pepsi ¡Tod…"
163,1400923343696678914,"RT @LaHistoriaDe: Artemisa II, la creadora del Mausoleo https://t.co/bCLpzPdHYS"
164,1400920407654469636,#TriviaCulturizando Trivia: Demuestra qué tanto sabes sobre los animales https://t.co/f2FAg76EhD
165,1400912786608304132,Horrores Humanos: La masacre de Tiananmen https://t.co/5lNyklCevH
166,1400905313994293253,🎬 Curiosidades sobre una de las trilogías más icónicas: ‘Volver al futuro’ https://t.co/JLvAmMrdIA
167,1400899153236955138,"#PodcastEnEspañol
¿Necesitas aumentar tus ventas? ¿Te falta presupuesto para prestar un mejor servicio al cliente? @MaviGangi en las Claves para aprender y crecer de hoy nos enseña a vender usando Whatsapp Business.

Escúchalo o léelo aquí 👇
https://t.co/eJYVWijpXb https://t.co/MBOUwAVYbI"
168,1400897690410565636,Antonio José de Sucre: El Gran Mariscal de Ayacucho https://t.co/kmSjd15lvS https://t.co/NvjdPv5rjY
169,1400890235886653441,#TriviaCulturizando ¿Qué tan bien conoces a Angelina Jolie? https://t.co/Ry9J6oIppE
170,1400882603733946368,"Giacomo Casanova, escritor y aventurero pero sobre todo, galán (+Frases) https://t.co/kiS8QqmqIv https://t.co/j2x8iQfKwy"
171,1400875143384211459,#4Jun Un día como hoy: 4 de junio en la historia https://t.co/7ajnMxOxjq
172,1400867504826851340,"😳 El 60% de las mujeres tienen la fantasía sexual de ser sumisas y que, 9 de cada 10 mujeres de ese 60% son líderes, independientes y algo dominantes en los demás aspectos de su vida… ¡Te contamos el porqué! https://t.co/iiHjSciKvU"
173,1400860071886721031,"Este entretenido reto se basa en algunos círculos de colores los cuales esconden en su interior algunos objetos, ¿serás capaz de verlos o tu vista no es lo suficientemente buena para hallarlos? https://t.co/WNldbmcnsy"
174,1400852415532912647,"🤔 ¿Es la prostitución el oficio más antiguo de la historia? Bueno, no. Pero casi… ¡Te contamos lo que debes saber sobre su origen! https://t.co/0dAEynpXmw"
175,1400845119562162179,"Si eres un cinéfilo experto, te traemos una entretenida trivia que pondrá a prueba tus conocimientos acerca de este famoso evento… https://t.co/iaHkeg65JP"
176,1400837318509051904,Un hombre anónimo se volvió internacionalmente famoso al ser grabado y fotografiado de pie frente a una columna de tanques. ¡Conoce el por qué aquí! https://t.co/7bFeEF7ZGk
177,1400830175307309059,"¡Responde las preguntas rápido, sin pensar, y descubrirás tu manera de interpretar las cosas! https://t.co/EegQA1CeHW"
178,1400822203831234565,"👀 La Agencia Central de Inteligencia (CIA, por sus siglas en inglés) es una de las organizaciones más conocidas en todo el mundo; de igual manera, sus labores han generado polémica durante años. Conoce algunos de sus datos más curiosos… https://t.co/cohoYIXdMT"
179,1400814967281098753,"La Segunda Guerra Mundial contó también con importantes enfrentamientos aeronavales, que ayudaron a decidir el destino del conflicto bélico entre los Aliados y el Eje. La Batalla de Midway es uno de esos puntos de inflexión… https://t.co/xuR3OgNMu7"
180,1400807106295615492,Hay ciertas cosas sobre la vida de esta hermosa actriz que quizás no conozcas. ¡Te contamos algunos datos curiosos sobre Angelina Jolie! https://t.co/cTjZo1mVHd
181,1400799656658022404,¿Te consideras un amante de los animales? Te retamos para que demuestres qué tanto los conoces. https://t.co/pZRn1Ge0Xo
182,1400791985775124486,"El 3 de junio de 1989, soldados y vehículos blindados del Ejército de liberación-Popular llegaron a la plaza de Tiananmen de Pekín, donde los estudiantes se manifestaban en contra del partido comunista… https://t.co/o6th7DBlID"
183,1400784512016175105,🎬 ‘Volver al futuro’ es una de las trilogías más icónicas del cine. Sus ideas y conceptos resultaron innovadores para su época y sorprendieron a muchos. ¡Conoce algunas de sus curiosidades más sorprendentes! https://t.co/lTsOU7cpUT
184,1400776888289726478,"El Gran Mariscal de Ayacucho, Antonio José Francisco de Sucre y Alcalá fue un político, estadista, militar, diplomático y uno de los próceres de la independencia más connotados de América. ¡Conoce más de él aquí! https://t.co/tCG7nZYfQr"
185,1400773072467103751,"#PodcastEnEspañol
Los libros son un refugio... @MaViGangi y @DanielGangi van #DeUnPuntoAlOtro con Lincy Ayala, CEO de @BookSlothApp, una red social para amantes de los libros.

Léelo | Escúchalo | Miralo 👇
https://t.co/PsfnnxeJr9

Síguenos en @DUPAOnews https://t.co/ooyt9lLjYw"
186,1400769398173020165,Una de las actrices más famosas de Hollywood festeja su cumpleaños y para celebrarlo te traemos esta trivia a ver que tan fanático eres. ¿Te atreves? https://t.co/gpqc4J0qTl
187,1400767088206172161,¡Culturizando está disponible! https://t.co/TfDjHcVE5J
188,1400761779219750915,"Fue un famoso aventurero, escritor, diplomático, bibliotecario y agente secreto italiano. ¿Quién fue Giacomo Casanova? https://t.co/qz8ZQKpRGv"
189,1400754290197766147,Veamos algunos sucesos importantes que ocurrieron un día como hoy 4 de junio. https://t.co/0byRdCPzpk
190,1400746694858489858,"🥗 Si creías que la Ensalada César estaba ligada al emperador romano, lo sentimos… Sigue leyendo y descubre la historia de la Ensalada César.   https://t.co/n1nNMOB5jL"
191,1400739237327261696,¿Eres un gran conocedor de nuestra historia? ¿Crees saber todo sobre la humanidad? Responde estas preguntas y te darás cuenta de lo mucho o lo poco que sabes sobre la historia de la humanidad.   https://t.co/bnxX3Ek0NY
192,1400731592730030080,"👀 Al azúcar la culpan de la obesidad, la diabetes, de los accidentes cerebro vasculares, de enfermedades cardíacas y renales… Pero ¿es realmente mala para la salud?   https://t.co/GVqOH5GFW3"
193,1400724156669435905,"Aunque quizás los más destacados son por su elevada temperatura, existen muchas otras otras características impresionantes… ¿Estás dispuesto a saber cuánto conoces sobre ellos con esta trivia?   https://t.co/uKdXuNXB7E"
194,1400716486986043393,Aquí te presentamos algunos datos de las uñas que quizás no conocías pero sobre todo determinar ¿por qué crecen?   https://t.co/OTvBZHpsFR
195,1400709006931415041,Pon a prueba tu conocimiento en ortografía con este test de palabras que suenan igual pero se escriben diferente.   https://t.co/fmpzbaAqtu
196,1400701381774876673,Un que escritor pasó toda su vida sufriendo bajo los poderes de una figura autoritaria que utilizaba la violencia física y psicológica como arma ¿Quién fue Franz Kafka?   https://t.co/RvTtecgFVG
197,1400693883336630277,"😲 Durante la Segunda Guerra los rusos idearon un método para derrotar los tanques de guerra del ejército alemán, pero querían hacerlo con el menor costo posible… ¿con perros?   https://t.co/Eda7YZoxHb"
198,1400686277117288450,Maria Goeppert-Mayer llegó al corazón del átomo a mitad del siglo XX y su aporte a la física la convirtió en la segunda mujer merecedora del Premio Nobel… ¡Conoce su interesante historia!   https://t.co/RHMiPCb8rd
199,1400678775566868480,"¡La trivia más saludable que harás el día de hoy! Participa, contesta estas 10 preguntas y aprende a cuidar tu salud de la manera más entretenida.   https://t.co/3uDKuKeeOa"
